P_pv	P_aux	P_resultante
4.57005	-0.027420000000000222	4.54263
4.56057	0.008479999999999599	4.56905
4.5511	0.008469999999999978	4.55957
4.54163	0.008469999999999978	4.5501
4.53215	0.008479999999999599	4.540629999999999
4.52268	0.00846999999999909	4.531149999999999
4.51321	0.008469999999999978	4.52168
4.50373	0.008479999999999599	4.51221
4.5	0.002729999999999677	4.50273
4.5	0.0	4.5
4.5	0.0	4.5
