P_pv	P_aux	P_resultante
4.57005	0	4.57005
4.56057	0.0	4.56057
4.5511	0.008479999999999599	4.5595799999999995
4.54163	0.008469999999999978	4.5501
4.53215	0.008469999999999978	4.54062
4.52268	0.008479999999999599	4.53116
4.51321	0.00846999999999909	4.521679999999999
4.50373	0.008469999999999978	4.5122
4.5	0.008479999999999599	4.50848
